ID Riset,Kelompok Riset,Kegiatan Riset,Nama,Peran,Kategori
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Siti Kania Kushadiani, S.T., M.Kom.",Koordinator,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Dr. Foni Agus Setiawan, M.Kom.",Anggota,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Lindung Parningotan Manik, PDEng.",Anggota,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Wawan Hendriawan Nur, S.Si., M.T.",Anggota,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Tedy Mutakin, S.T.",Anggota,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Muhamad Jafar Elly, S.Kom., M.Si.",Anggota,BRIN PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Prof. Dr. Ir. Sri Rahayu, M.Si.",Anggota,BRIN Non-PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Al Hafiz Akbar Maulana Siagian, Ph.D.",Anggota,BRIN Non-PRSDI
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,Shiddiq Saiful Aziz,Anggota,Eksternal BRIN
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,Dini Rahmawati,Anggota,Eksternal BRIN
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,Alya Dwinanda,Anggota,Eksternal BRIN
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Gibtha Fitri Laxmi, M.Kom",Anggota,Eksternal BRIN
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,Hafid Riyadi,Anggota,Eksternal BRIN
R023,Rekayasa Pengetahuan dan Data (Knowledge and Data Engineering),Kegiatan Riset Mandiri tentang Pengembangan Sistem Identifikasi Tanaman Hoya Berbasis Deep Learning dan Aturan Morfologi untuk Implementasi Aplikasi Mobile iHoya.,"Prof. Dr. Ir. Iskandar Z. Siregar, M.Sc. F.Trop.",Anggota,Eksternal BRIN
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,"Dr. Eng. Ir. Yuyun, S.Kom., M.T.",Koordinator,BRIN PRSDI
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,"Ir. Andi Djalal Latief, M.S.",Anggota,BRIN PRSDI
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,Ir. Gunarso,Anggota,BRIN PRSDI
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,"Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R024,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Bugis - Bahasa Indonesia dan Sebaliknya,"Radhiyatul Fajri, S.Kom., M.Kom., M.Pd.T.",Anggota,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Koordinator,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,"Dr. Eng. Ir. Yuyun, S.Kom., M.T.",Anggota,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,Ir. Gunarso,Anggota,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,"Dr. Kokoy Siti Komariah, S.Kom., M.T., M.Eng.",Anggota,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,"Ir. Andi Djalal Latief, M.S.",Anggota,BRIN PRSDI
R025,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Mesin Penerjemah Bahasa Makassar - Bahasa Indonesia dan Sebaliknya serta Mesin Penerjemah Bahasa Cia Cia - Bahasa Indonesia dan Sebaliknya,"Radhiyatul Fajri, S.Kom., M.Kom., M.Pd.T.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Dr. Rini Wijayanti, S.Kom., M.Kom.",Koordinator,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Iftitahu Ni`mah, S.Kom., M.I.T.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Dr. Dipl. Ing. (FH) Asril, M.Sc.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Ir. Tri Sampurno, M.Sc.",Anggota,BRIN PRSDI
R026,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Peningkatan Performa Deteksi Informasi Palsu,"Dr. Eng. Ir. Yuyun, S.Kom., M.T.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Prabu Kresna Putra, S.T., M.T.I.",Koordinator,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Dr. Dipl. Ing. (FH) Asril, M.Sc.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Dr. Yaniasih, S.TP., M.P.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Elvira Nurfadhilah, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R027,Pengolahan Bahasa Alami (Natural Language Processing),"Kegiatan Riset Mandiri tentang Penerapan Teknologi NLP dan GIS untuk Sistem Pendukung Keputusan di Bidang Lingkungan, Kebencanaan, dan Dinamika Sosial.","Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,"Dr. Dipl. Ing. (FH) Asril, M.Sc.",Koordinator,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,"Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,"Lyla Ruslana Aini, S.Kom.",Anggota,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,Ir. Gunarso,Anggota,BRIN PRSDI
R028,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pendanaan Skema RIIM Kompetitif Batch-7 tentang Pengembangan Sistem Kustomisasi Model Bahasa untuk Meningkatkan Akurasi Whisper dalam Pengenalan Ucapan Otomatis Ujung-ke-Ujung,"Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R029,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Analisis Bahasa Kutipan pada Artikel Jurnal Ilmiah,"Dr. Yaniasih, S.TP., M.P.",Koordinator,BRIN PRSDI
R029,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Analisis Bahasa Kutipan pada Artikel Jurnal Ilmiah,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Anggota,BRIN PRSDI
R029,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Analisis Bahasa Kutipan pada Artikel Jurnal Ilmiah,"Dr. Ambar Yoganingrum, Apt., M.Kes.",Anggota,BRIN PRSDI
R029,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Analisis Bahasa Kutipan pada Artikel Jurnal Ilmiah,"Dr. Ira Maryati, S.TP., M.P.",Anggota,BRIN PRSDI
R029,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Analisis Bahasa Kutipan pada Artikel Jurnal Ilmiah,"Dr. Ekawati Marlina, S.T., M.T.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Elvira Nurfadhilah, S.Kom., M.Kom.",Koordinator,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Lyla Ruslana Aini, S.Kom.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Prabu Kresna Putra, S.T., M.T.I.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Radhiyatul Fajri, S.Kom., M.Kom., M.Pd.T.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Dr. Esa Prakasa, M.T.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),Ir. Gunarso,Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Nuraisa Novia Hidayati, M.Kom.",Anggota,BRIN PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),Luthfi Atikah,Anggota,Eksternal BRIN
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"Dr.dr Sri Idaiani, SpKJ",Anggota,BRIN Non-PRSDI
R030,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Chatbot Lisa (Hemodialisa) dan Chatbot Adenomiosis Endometriosis berbasis Large Language Model (LLM) dan Retrieval-Augmented Generation (RAG),"dr. Bertie Riyestavani, MM., CHAE., CHQP.",Anggota,Eksternal BRIN
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"Agung Santosa, BSEE, M.Kom.",Koordinator,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"Dr. Dipl. Ing. (FH) Asril, M.Sc.",Anggota,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,Ir. Gunarso,Anggota,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"Lyla Ruslana Aini, S.Kom.",Anggota,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"Elvira Nurfadhilah, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R031,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang Pengembangan Perkakas Pelabelan Fonem untuk Bahasa Indonesia dengan Bantuan Kecerdasan Artifisial.,"Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Iftitahu Ni`mah, S.Kom., M.I.T.",Koordinator,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Dr. Rini Wijayanti, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Radhiyatul Fajri, S.Kom., M.Kom., M.Pd.T.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Nuraisa Novia Hidayati, M.Kom.",Anggota,BRIN PRSDI
R032,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Pengembangan Chatbot AI sebagai Sistem Pendukung Keputusan untuk Sinkronisasi Regulasi Keamanan Laut di Indonesia,"Lyla Ruslana Aini, S.Kom.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"M. Teduh Uliniansyah, B.Eng., M.Sc., Ph.D.",Koordinator,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Dr. Eng. Ir. Yuyun, S.Kom., M.T.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Dr. Ambar Yoganingrum, Apt., M.Kes.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Dr. Kokoy Siti Komariah, S.Kom., M.T., M.Eng.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Ir. Andi Djalal Latief, M.S.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Agung Santosa, BSEE, M.Kom.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Elvira Nurfadhilah, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Prabu Kresna Putra, S.T., M.T.I.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Nimas Ayu Untariyati, S.Kom., M.T.I.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Radhiyatul Fajri, S.Kom., M.Kom., M.Pd.T.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Siska Pebiana, S.Kom., M.Kom.",Anggota,BRIN PRSDI
R033,Pengolahan Bahasa Alami (Natural Language Processing),Kegiatan Riset Mandiri tentang AI untuk pembelajaran Bilingual,"Dr. Ir. Hammam Riza, M.Sc.",Anggota,BRIN Non-PRSDI
