ID Riset,Kelompok Riset,Kegiatan Riset,Nama,Peran,Kategori
R001,Pemerintahan Digital (Digital Government),Sistem Pemerintahan Berbasis Elektronik,"Dra. Andrari Grahitandaru, M.Sc.",Koordinator,BRIN PRSDI
R001,Pemerintahan Digital (Digital Government),Sistem Pemerintahan Berbasis Elektronik,"Drs. Zain Saifullah, M.Sc.",Anggota,BRIN PRSDI
R001,Pemerintahan Digital (Digital Government),Sistem Pemerintahan Berbasis Elektronik,"Nimas Ayu Untariyati, S.Kom., M.T.I.",Anggota,BRIN PRSDI
R001,Pemerintahan Digital (Digital Government),Sistem Pemerintahan Berbasis Elektronik,"Harnum Annisa Prafitia, S.Si",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Dr. Ekawati Marlina, S.T., M.T.",Koordinator,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Dr. Ira Maryati, S.TP., M.P.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Dr. Yaniasih, S.TP., M.P.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Nimas Ayu Untariyati, S.Kom., M.T.I.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Dra. Andrari Grahitandaru, M.Sc.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,"Drs. Zain Saifullah, M.Sc.",Anggota,BRIN PRSDI
R002,Pemerintahan Digital (Digital Government),Implementasi Flipped Classroom dan Gamifikasi dalam Pembelajaran Matematika,Dr. Della Maulidiya,Anggota,Eksternal BRIN
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Nimas Ayu Untariyati, S.Kom., M.T.I.",Koordinator,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Dr. Ekawati Marlina, S.T., M.T.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Dra. Andrari Grahitandaru, M.Sc.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Hengki Muradi, M.Si.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Rival Adrian Juliansyah, S.Kom.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Drs. Zain Saifullah, M.Sc.",Anggota,BRIN PRSDI
R003,Pemerintahan Digital (Digital Government),Citizen Engagement dalam Pemerintahan Digital,"Rezzy Eko Caraka, S.Si., M.Sc(RES)., Ph.D.",Anggota,BRIN PRSDI
R004,Pemerintahan Digital (Digital Government),Riset Model Kematangan Sosial Media (Social Media Maturity Model) Pada Perusahaan Crowdfunding di Indonesia,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Koordinator,BRIN PRSDI
R004,Pemerintahan Digital (Digital Government),Riset Model Kematangan Sosial Media (Social Media Maturity Model) Pada Perusahaan Crowdfunding di Indonesia,Merios Gusan Putra,Anggota,Eksternal BRIN
R004,Pemerintahan Digital (Digital Government),Riset Model Kematangan Sosial Media (Social Media Maturity Model) Pada Perusahaan Crowdfunding di Indonesia,"Prof. Drs. Mustafid, M.Eng., Ph.D.",Anggota,Eksternal BRIN
R004,Pemerintahan Digital (Digital Government),Riset Model Kematangan Sosial Media (Social Media Maturity Model) Pada Perusahaan Crowdfunding di Indonesia,"Prof. Dr. Aries Susanty, S.T., M.T.",Anggota,Eksternal BRIN
R005,Pemerintahan Digital (Digital Government),Pengembangan Dasbor Pengambilan Keputusan Pembangunan Daerah Berbasis Big Data Dengan Pendekatan Dynamic System Dan Dukungan Artificial Intelligence,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Koordinator,BRIN PRSDI
R005,Pemerintahan Digital (Digital Government),Pengembangan Dasbor Pengambilan Keputusan Pembangunan Daerah Berbasis Big Data Dengan Pendekatan Dynamic System Dan Dukungan Artificial Intelligence,Sumirah,Anggota,Eksternal BRIN
R005,Pemerintahan Digital (Digital Government),Pengembangan Dasbor Pengambilan Keputusan Pembangunan Daerah Berbasis Big Data Dengan Pendekatan Dynamic System Dan Dukungan Artificial Intelligence,"Dr. Eng. Adi Wibowo, S.Si., M.Kom.",Anggota,Eksternal BRIN
R005,Pemerintahan Digital (Digital Government),Pengembangan Dasbor Pengambilan Keputusan Pembangunan Daerah Berbasis Big Data Dengan Pendekatan Dynamic System Dan Dukungan Artificial Intelligence,"Dra. Andrari Grahitandaru, M.Sc.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Dr. Eng. Budi Nugroho, S.Si., M.T.",Koordinator,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Dra. Andrari Grahitandaru, M.Sc.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Drs. Zain Saifullah, M.Sc.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Nimas Ayu Untariyati, S.Kom., M.T.I.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Harnum Annisa Prafitia, S.Si",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Rival Adrian Juliansyah, S.Kom.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Hengki Muradi, M.Si.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Rezzy Eko Caraka, S.Si., M.Sc(RES)., Ph.D.",Anggota,BRIN PRSDI
R006,Pemerintahan Digital (Digital Government),"Kegiatan Penelitian, Pengembangan, Pengkajian, dan Penerapan, serta Invensi dan Inovasi dalam Rangka Pembangunan Daerah di Kabupaten Lombok Barat","Dr. Ekawati Marlina, S.T., M.T.",Anggota,BRIN PRSDI
R007,Pemerintahan Digital (Digital Government),Riset Narasi dan Sentimen Media Digital di Indonesia Menggunakan Business Analytics,"Rezzy Eko Caraka, S.Si., M.Sc(RES)., Ph.D.",Koordinator,BRIN PRSDI
R007,Pemerintahan Digital (Digital Government),Riset Narasi dan Sentimen Media Digital di Indonesia Menggunakan Business Analytics,Salwa Shaumma Nurhaliz,Anggota,Eksternal BRIN
R007,Pemerintahan Digital (Digital Government),Riset Narasi dan Sentimen Media Digital di Indonesia Menggunakan Business Analytics,Nicholas Dwi Chandra,Anggota,Eksternal BRIN
R008,Pemerintahan Digital (Digital Government),Mengungkap Dinamika Inflasi IHK di Indonesia melalui Analisis Intervensi,"Rezzy Eko Caraka, S.Si., M.Sc(RES)., Ph.D.",Koordinator,BRIN PRSDI
R008,Pemerintahan Digital (Digital Government),Mengungkap Dinamika Inflasi IHK di Indonesia melalui Analisis Intervensi,"Dra. Andrari Grahitandaru, M.Sc.",Anggota,BRIN PRSDI
R008,Pemerintahan Digital (Digital Government),Mengungkap Dinamika Inflasi IHK di Indonesia melalui Analisis Intervensi,"Nimas Ayu Untariyati, S.Kom., M.T.I.",Anggota,BRIN PRSDI
R008,Pemerintahan Digital (Digital Government),Mengungkap Dinamika Inflasi IHK di Indonesia melalui Analisis Intervensi,"Dr. Eng. Budi Nugroho, S.Si., M.T.",Anggota,BRIN PRSDI
